Components List
0	1	0	09010000	0	0	240	240	264	772	Image/Icon
1	2	0	09010000	118	118	3	3	58372	58382	Image/Icon
2	3	0	038a8200	143	200	12	160	58391	58425	Month no
3	3	0	038a8200	131	200	12	160	58391	58425	Month no
4	4	0	028a8200	98	200	12	160	58391	58425	Date no
5	4	0	028a8200	86	200	12	160	58391	58425	Date no
6	5	0	09010000	116	56	0	0	60345	60375	Image/Icon
7	6	0	008a8200	47	92	38	530	60782	60814	Hour no
8	6	0	008a8200	2	92	38	530	60782	60814	Hour no
9	7	0	018a8200	199	92	38	530	60782	60814	Minute no
10	7	0	018a8200	154	92	38	530	60782	60814	Minute no
11	8	1	06870082	128	100	35	119	80954	80988	Weekday label
12	8	2	06870082	98	25	48	119	85153	85185	Weekday label
