Components List
0	1	0	09010000	0	0	240	240	304	796	Image/Icon
1	2	0	09010000	108	42	5	3	58396	58412	Image/Icon
2	3	0	078a8200	100	37	8	120	58427	58459	Year no -
3	3	0	078a8200	92	37	8	120	58427	58459	Year no -
4	4	0	09010000	129	42	5	3	58396	58412	Image/Icon
5	5	0	038a8200	121	37	8	120	58427	58459	Month no
6	5	0	038a8200	113	37	8	120	58427	58459	Month no
7	6	0	028a8200	142	37	8	120	58427	58459	Date no
8	6	0	028a8200	134	37	8	120	58427	58459	Date no
9	7	0	008a8200	121	59	44	610	59419	59451	Hour no
10	7	0	008a8200	72	59	44	610	59419	59451	Hour no
11	8	0	018a8200	121	123	44	610	86291	86785	Minute no
12	8	0	018a8200	72	123	44	610	86291	86785	Minute no
13	9	1	06870082	99	190	42	105	113625	113657	Weekday label
14	9	2	06870082	105	192	30	84	118067	118099	Weekday label
