Components List
0	1	0	09010000	0	0	240	240	1324	1834	Image/Icon
1	2	0	09010000	0	0	0	0	0	0	Image/Icon
2	3	1	06870082	74	144	25	70	59434	59466	Weekday label
3	3	2	06870082	34	58	25	63	61216	61248	Weekday label
4	4	0	038a8200	96	58	7	90	62823	62855	Month no
5	4	0	038a8200	90	58	7	90	62823	62855	Month no
6	5	0	028a8200	75	58	7	90	62823	62855	Date no
7	5	0	028a8200	68	58	7	90	62823	62855	Date no
8	6	0	008a8200	37	113	14	180	63485	63517	Hour no
9	6	0	008a8200	21	113	14	180	63485	63517	Hour no
10	7	0	018a8200	84	113	14	180	63485	63517	Minute no
11	7	0	018a8200	68	113	14	180	63485	63517	Minute no
12	8	0	09010000	127	113	14	18	63485	63517	Image/Icon
13	9	0	09010000	111	113	14	18	63485	63517	Image/Icon
14	10	0	09010000	173	24	9	9	66037	66069	Image/Icon
15	11	0	0b8a0300	162	24	8	90	66150	66182	Battery no
16	11	0	0b8a0300	154	24	8	90	66150	66182	Battery no
17	11	0	0b8a0300	147	24	8	90	66150	66182	Battery no
18	12	0	09010000	174	174	0	0	0	0	Image/Icon
19	13	0	09010000	0	0	0	0	0	0	Image/Icon
20	14	0	09010000	174	174	0	0	0	0	Image/Icon
21	15	0	09010000	0	0	0	0	0	0	Image/Icon
22	16	0	148a8200	92	184	7	90	62823	62855	Distance no
23	16	0	148a8200	86	184	7	90	62823	62855	Distance no
24	16	0	148a0200	74	184	7	90	62823	62855	Distance no
25	16	0	148a0200	67	184	7	90	62823	62855	Distance no
26	17	0	09010000	157	182	1	2	66902	66904	Image/Icon
27	18	0	138a9200	58	152	7	90	62823	62855	Sleep no
28	18	0	138a9200	52	152	7	90	62823	62855	Sleep no
29	18	0	138a9200	81	152	7	90	62823	62855	Sleep no
30	18	0	138a9200	74	152	7	90	62823	62855	Sleep no
31	19	0	09010000	68	152	5	9	66906	66928	Image/Icon
32	20	0	09010000	91	155	8	6	66973	67003	Image/Icon
33	21	1	0c020082	92	159	18	9	67051	67053	Sleep label
34	22	1	09010000	0	0	0	0	0	0	Image/Icon
35	23	1	108a8300	206	144	7	90	62823	62855	Heart Rate no
36	24	1	108a8300	200	144	7	90	62823	62855	Heart Rate no
37	25	1	108a8300	193	144	7	90	62823	62855	Heart Rate no
38	26	1	0f8a8400	208	106	7	90	62823	62855	Calories no
39	27	1	0f8a8400	201	106	7	90	62823	62855	Calories no
40	28	1	0f8a8400	194	106	7	90	62823	62855	Calories no
41	29	1	0f8a8400	188	106	7	90	62823	62855	Calories no
42	30	1	0e8a8500	214	68	7	90	62823	62855	Steps no
43	31	1	0e8a8500	208	68	7	90	62823	62855	Steps no
44	32	1	0e8a8500	201	68	7	90	62823	62855	Steps no
45	33	1	0e8a8500	194	68	7	90	62823	62855	Steps no
46	34	1	0e8a8500	188	68	7	90	62823	62855	Steps no
47	35	1	170a0000	0	0	0	0	0	0	Weather label
48	36	1	17090000	55	23	18	18	67215	67635	Weather label
49	37	1	17090000	55	23	18	18	67959	68367	Weather label
50	38	1	17090000	55	23	18	18	68691	69083	Weather label
51	39	1	17090000	55	23	18	18	69407	69745	Weather label
52	40	1	17090000	55	23	18	18	70069	70401	Weather label
53	41	1	17090000	55	23	18	18	70725	71185	Weather label
54	42	1	17090000	55	23	18	18	71509	71811	Weather label
55	43	1	17090000	55	23	18	18	72135	72415	Weather label
56	44	1	17090000	55	23	18	18	72739	73079	Weather label
57	45	1	09010000	96	32	0	0	0	0	Image/Icon
58	46	1	09010000	86	32	0	0	0	0	Image/Icon
59	47	1	09010000	93	28	0	0	0	0	Image/Icon
60	48	1	09010000	86	28	0	0	0	0	Image/Icon
61	49	1	09010000	80	28	0	0	0	0	Image/Icon
62	50	1	09010000	103	30	0	0	0	0	Image/Icon
63	51	1	09010000	103	30	0	0	0	0	Image/Icon
64	52	1	09010000	80	32	0	0	0	0	Image/Icon
65	53	1	09010000	59	184	0	0	0	0	Image/Icon
