Components List
0	1	0	09010000	0	0	360	360	464	492	Image/Icon
1	2	0	0e8a8500	258	238	25	360	130092	130128	Steps no
2	2	0	0e8a8500	233	238	25	360	130092	130128	Steps no
3	2	0	0e8a8500	208	238	25	360	130092	130128	Steps no
4	2	0	0e8a8500	183	238	25	360	130092	130128	Steps no
5	2	0	0e8a8500	158	238	25	360	130092	130128	Steps no
6	3	0	108a8300	208	284	25	360	130092	130128	Heart Rate no
7	3	0	108a8300	183	284	25	360	130092	130128	Heart Rate no
8	3	0	108a8300	158	284	25	360	130092	130128	Heart Rate no
9	4	0	078a8200	304	144	25	360	130092	130128	Year no -
10	4	0	078a8200	279	144	25	360	130092	130128	Year no -
11	5	0	038a8200	243	144	25	360	130092	130128	Month no
12	5	0	038a8200	218	144	25	360	130092	130128	Month no
13	6	0	028a8200	183	144	25	360	130092	130128	Date no
14	6	0	028a8200	158	144	25	360	130092	130128	Date no
15	7	0	0b8a0300	208	192	25	360	130092	130128	Battery no
16	7	0	0b8a0300	183	192	25	360	130092	130128	Battery no
17	7	0	0b8a0300	158	192	25	360	130092	130128	Battery no
18	8	1	06870081	158	98	190	252	139128	139162	Weekday label
19	9	0	008a8200	183	50	25	360	130092	130128	Hour no
20	9	0	008a8200	158	50	25	360	130092	130128	Hour no
21	10	0	018a8200	243	50	25	360	130092	130128	Minute no
22	10	0	018a8200	218	50	25	360	130092	130128	Minute no
